City,Name,Category,Address,Phone,Website,Email,Rating,Reviews,Working Hours,Price Level,Google Maps URL
"Cordoba","Contadora Irusta Carla - M.P:10-20468-5","Accountant","Independencia 533, X5000 Córdoba","","","","5.0","","","","https://www.google.com/maps/place/Contadora+Irusta+Carla+-+M.P:10-20468-5/@-31.4223843,-64.3307866,12z/data=!4m10!1m2!2m1!1scontadores+in+Cordoba,+Argentina!3m6!1s0x9432637da9562107:0x4de3f71257717e0!8m2!3d-31.4223843!4d-64.186591!15sCiBjb250YWRvcmVzIGluIENvcmRvYmEsIEFyZ2VudGluYVohIh9jb250YWRvcmVzIGluIGNvcmRvYmEgYXJnZW50aW5hkgEKYWNjb3VudGFudJoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VSYU9VcDFRVUZuRUFF4AEA-gEECAAQKw!16s%2Fg%2F11q9dn65dt?hl=en&entry=ttu&g_ep=EgoyMDI2MDcyOS4wIKXMDSoASAFQAw%3D%3D"
"Cordoba","C&C Contadoras | Estudio Contable Integral","Tax preparation service","Arballo de Bustamante 2921 PA, X5000 Córdoba","0351 809-8627","https://cyccontadoras.com.ar/","","5.0","","","","https://www.google.com/maps/place/C%26C+Contadoras+%7C+Estudio+Contable+Integral/@-31.4223843,-64.3307866,12z/data=!4m10!1m2!2m1!1scontadores+in+Cordoba,+Argentina!3m6!1s0x9432a370d660049d:0xc707e9dccd2fb8d!8m2!3d-31.4459984!4d-64.1812743!15sCiBjb250YWRvcmVzIGluIENvcmRvYmEsIEFyZ2VudGluYVohIh9jb250YWRvcmVzIGluIGNvcmRvYmEgYXJnZW50aW5hkgEXdGF4X3ByZXBhcmF0aW9uX3NlcnZpY2WaAURDaTlEUVVsUlFVTnZaRU5vZEhsalJqbHZUMjVDZUdWVVVubFBSMXBDVlVoQ1YwOVVUVE5oV0ZVeVVXMU9jbVJ1WXhBQuABAPoBBAgAEDg!16s%2Fg%2F11k54cm811?hl=en&entry=ttu&g_ep=EgoyMDI2MDcyOS4wIKXMDSoASAFQAw%3D%3D"
"Cordoba","Estudio Caceres","Certified public accountant","Tafí 357, X5016 Córdoba","0351 461-4032","","","","","","","https://www.google.com/maps/place/Estudio+Caceres/@-31.4223843,-64.3307866,12z/data=!4m10!1m2!2m1!1scontadores+in+Cordoba,+Argentina!3m6!1s0x9432a25179c68109:0xa801b57caea77f73!8m2!3d-31.4533015!4d-64.2037785!15sCiBjb250YWRvcmVzIGluIENvcmRvYmEsIEFyZ2VudGluYZIBG2NlcnRpZmllZF9wdWJsaWNfYWNjb3VudGFudOABAA!16s%2Fg%2F11c5sd8z8l?hl=en&entry=ttu&g_ep=EgoyMDI2MDcyOS4wIKXMDSoASAFQAw%3D%3D"
"Cordoba","Estudio Contable en Córdoba | Contador Peino","Certified public accountant","entre San Juan Bv. y Av. Duarte Quiros, Ayacucho 367 Piso 3 Oficina B, X5000 Córdoba","0351 15-394-5391","http://contadorpeino.com/","fpeino@contadorpeino.com","5.0","","","","https://www.google.com/maps/place/Estudio+Contable+en+C%C3%B3rdoba+%7C+Contador+Peino/@-31.4223843,-64.3307866,12z/data=!3m1!5s0x9432a281350e1ddb:0x3c15a6f1adeae067!4m10!1m2!2m1!1scontadores+in+Cordoba,+Argentina!3m6!1s0x94329dde30fa2e11:0x4f8a7fca998eb54!8m2!3d-31.418968!4d-64.1911692!15sCiBjb250YWRvcmVzIGluIENvcmRvYmEsIEFyZ2VudGluYVohIh9jb250YWRvcmVzIGluIGNvcmRvYmEgYXJnZW50aW5hkgEbY2VydGlmaWVkX3B1YmxpY19hY2NvdW50YW50mgEjQ2haRFNVaE5NRzluUzBWSlEwRm5UVVJSTFRrek5GcFJFQUXgAQD6AQQIABAb!16s%2Fg%2F11dxcgdcdn?hl=en&entry=ttu&g_ep=EgoyMDI2MDcyOS4wIKXMDSoASAFQAw%3D%3D"
"Cordoba","SALGADO & ASOC-CONTADORES HONESTOS","Certified public accountant","Ituzaingó 49 piso 1 oficina 12, X5000 Córdoba","0351 351-4701","","","5.0","","","","https://www.google.com/maps/place/SALGADO+%26+ASOC-CONTADORES+HONESTOS/@-31.4223843,-64.3307866,12z/data=!4m10!1m2!2m1!1scontadores+in+Cordoba,+Argentina!3m6!1s0x9432a3ce51465003:0xd24b38b9f16882e2!8m2!3d-31.417363!4d-64.181488!15sCiBjb250YWRvcmVzIGluIENvcmRvYmEsIEFyZ2VudGluYVohIh9jb250YWRvcmVzIGluIGNvcmRvYmEgYXJnZW50aW5hkgEbY2VydGlmaWVkX3B1YmxpY19hY2NvdW50YW50mgFEQ2k5RFFVbFJRVU52WkVOb2RIbGpSamx2VDI1d1NXRkZTbmhVZWxKdFZHa3dORTlIT1cxVmExWjBVM3BvWmxReVl4QULgAQD6AQQIABAh!16s%2Fg%2F11fd4r_6lm?hl=en&entry=ttu&g_ep=EgoyMDI2MDcyOS4wIKXMDSoASAFQAw%3D%3D"
"Cordoba","Estudio Contable en Córdoba | Concepto Summa","Accounting firm","Blvd. San Juan 518, X5000KTV Córdoba","03541 67-8602","https://estudiocontableencordoba.com.ar/","","5.0","","","","https://www.google.com/maps/place/Estudio+Contable+en+C%C3%B3rdoba+%7C+Concepto+Summa/@-31.4223843,-64.3307866,12z/data=!4m10!1m2!2m1!1scontadores+in+Cordoba,+Argentina!3m6!1s0x9432a305cf99211f:0x553b94f93239c70c!8m2!3d-31.4188517!4d-64.1929525!15sCiBjb250YWRvcmVzIGluIENvcmRvYmEsIEFyZ2VudGluYVohIh9jb250YWRvcmVzIGluIGNvcmRvYmEgYXJnZW50aW5hkgEPYWNjb3VudGluZ19maXJtmgFEQ2k5RFFVbFJRVU52WkVOb2RIbGpSamx2VDJwa1ExWkVSbTlsUmtac1drVnNNbHB1WkhoTk1XUlBWbnBrTmxKR1JSQULgAQD6AQQIABA_!16s%2Fg%2F11npxmh285?hl=en&entry=ttu&g_ep=EgoyMDI2MDcyOS4wIKXMDSoASAFQAw%3D%3D"
"Cordoba","Contador Público & CFO Externo PyMEs - Juan Ibba","Chartered accountant","Félix Frías 105, X5000 Córdoba","03878 60-1728","https://contador-juan-ibba.my.canva.site/","cr.ibbaguida@gmail.com","5.0","","","","https://www.google.com/maps/place/Contador+P%C3%BAblico+%26+CFO+Externo+PyMEs+-+Juan+Ibba/@-31.4223843,-64.3307866,12z/data=!4m10!1m2!2m1!1scontadores+in+Cordoba,+Argentina!3m6!1s0x64cc64392e8cf3c7:0xd88f8467dbf77e3e!8m2!3d-31.4157137!4d-64.1694567!15sCiBjb250YWRvcmVzIGluIENvcmRvYmEsIEFyZ2VudGluYVohIh9jb250YWRvcmVzIGluIGNvcmRvYmEgYXJnZW50aW5hkgEUY2hhcnRlcmVkX2FjY291bnRhbnSaAURDaTlEUVVsUlFVTnZaRU5vZEhsalJqbHZUMnBOTkZRd05XOWFibHBZV1RGV1RGVnRaSGxYUkZGNldqSTVkbEpGUlJBQuABAPoBBAhaEBE!16s%2Fg%2F11zkrvy47m?hl=en&entry=ttu&g_ep=EgoyMDI2MDcyOS4wIKXMDSoASAFQAw%3D%3D"
"Cordoba","Estudio Contable - Contador Público","Certified public accountant","Esparta, X5010 Córdoba","0351 15-684-3092","https://www.facebook.com/estudiozalazar/","","5.0","","","","https://www.google.com/maps/place/Estudio+Contable+-+Contador+P%C3%BAblico/@-31.4223843,-64.3307866,12z/data=!4m10!1m2!2m1!1scontadores+in+Cordoba,+Argentina!3m6!1s0x9432a34fc34fff07:0x60e2f2608034605a!8m2!3d-31.4294726!4d-64.2102998!15sCiBjb250YWRvcmVzIGluIENvcmRvYmEsIEFyZ2VudGluYVohIh9jb250YWRvcmVzIGluIGNvcmRvYmEgYXJnZW50aW5hkgEbY2VydGlmaWVkX3B1YmxpY19hY2NvdW50YW50mgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVVJhYVdaeFlYSjNSUkFC4AEA-gEECD4QFg!16s%2Fg%2F11vbscjhhd?hl=en&entry=ttu&g_ep=EgoyMDI2MDcyOS4wIKXMDSoASAFQAw%3D%3D"
"Cordoba","Estudio Contable Contador ARAOZ Matías MP: 10-17186-0 ucccba","Certified public accountant","Alejandro Vieyra 2348 PA, X5000 Córdoba","0351 15-595-6439","https://crmatiasaraoz.netlify.app/","crmatiasaraoz@gmail.com","5.0","","","","https://www.google.com/maps/place/Estudio+Contable+Contador+ARAOZ+Mat%C3%ADas+MP:+10-17186-0+ucccba/@-31.4223843,-64.3307866,12z/data=!4m10!1m2!2m1!1scontadores+in+Cordoba,+Argentina!3m6!1s0x943299efe98391f3:0x517e6ae44405622d!8m2!3d-31.4191563!4d-64.2169365!15sCiBjb250YWRvcmVzIGluIENvcmRvYmEsIEFyZ2VudGluYVohIh9jb250YWRvcmVzIGluIGNvcmRvYmEgYXJnZW50aW5hkgEbY2VydGlmaWVkX3B1YmxpY19hY2NvdW50YW50mgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVVJDWDA1SFVHTlJFQUXgAQD6AQQIDBAa!16s%2Fg%2F11h26186p2?hl=en&entry=ttu&g_ep=EgoyMDI2MDcyOS4wIKXMDSoASAFQAw%3D%3D"
"Cordoba","Estudio Contable Cordoba Castaño Gomez Castaños","Accountant","Deán Funes 1347, X5000ABA Córdoba","0351 422-2633","http://estudiocontablecordoba.com/","","4.9","","","","https://www.google.com/maps/place/Estudio+Contable+Cordoba+Casta%C3%B1o+Gomez+Casta%C3%B1os/@-31.4223843,-64.3307866,12z/data=!4m10!1m2!2m1!1scontadores+in+Cordoba,+Argentina!3m6!1s0x943298840b6203d3:0x48bb3f2a3854639a!8m2!3d-31.4106551!4d-64.2024927!15sCiBjb250YWRvcmVzIGluIENvcmRvYmEsIEFyZ2VudGluYVohIh9jb250YWRvcmVzIGluIGNvcmRvYmEgYXJnZW50aW5hkgEKYWNjb3VudGFudJoBRENpOURRVWxSUVVOdlpFTm9kSGxqUmpsdlQyMUtkMU5JUm05alIxSktXSHBOTkU1VWFHcGtSbXcwVTFSR01FOVlZeEFC4AEA-gEECE8QEg!16s%2Fg%2F11btvlgj0j?hl=en&entry=ttu&g_ep=EgoyMDI2MDcyOS4wIKXMDSoASAFQAw%3D%3D"
